measuredElement,measuredItemCPC,geographicAreaM49,timePointYears,Value,flagObservationStatus,flagMethod
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),1995,12000,T,-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),1996,12000,T,-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),1997,12000,T,-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),1998,12000,T,-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),1999,12000,E,f
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),2000,12000,E,f
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),2001,12000,E,f
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),2002,12000,E,f
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),2003,12000,E,f
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),2004,12000,E,f
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),2005,12000,E,f
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),2006,12000,E,f
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),2007,12000,E,f
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),2008,12000,E,f
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),2009,12000,E,f
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),2010,12000,E,f
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),2011,12000,E,f
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),2012,12000,E,f
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",France (250),2013,12000,E,f
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),1990,6768,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),1991,6960,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),1992,6576,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),1993,6105,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),1994,6196,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),1995,5760,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),1996,5596,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),1997,5446,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),1998,5236,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),1999,5472,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),2000,5500,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),2001,5500,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),2002,5500,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),2003,5500,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),2004,5250,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),2005,5430,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),2006,5430,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),2007,5530,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),2008,5520,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),2009,5440,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),2010,5363,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),2011,5135,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),2012,5059,"",-
Production (t) (5510),"Wool, degreased or carbonized, not carded or combed (26130)",Italy (380),2013,5070,E,f
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),France (250),2010,0,I,c
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),France (250),2011,0,I,c
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),France (250),2012,0,I,c
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),France (250),2013,0,I,c
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),1990,55000,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),1991,58000,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),1992,30000,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),1993,49000,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),1994,43000,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),1995,49000,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),1996,49000,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),1997,47000,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),1998,40000,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),1999,42000,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2000,45000,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2001,55000,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2002,44000,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2003,39000,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2004,36500,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2005,47200,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2006,46000,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2007,30000,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2008,32500,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2009,35000,I,-
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2010,31500,I,i
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2011,31500,I,i
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2012,27000,I,i
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2013,27000,I,i
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2014,29870.49,I,c
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2015,27999.77,I,c
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2016,23768.42,I,c
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2017,22893.76,I,c
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2018,38642.91,I,c
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2019,48178.7,I,c
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2020,65882.93,I,c
Production (t) (5510),Industrial monocarboxylic fatty acids; acid oils from refining (34120),Italy (380),2021,63781.77,I,c
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),1990,18845.12,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),1991,18743.64,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),1992,16131.446,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),1993,18049.77,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),1994,12337.783,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),1995,14088.725,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),1996,14540.971,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),1997,13652.355,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),1998,11571.228,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),1999,8626.772,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2000,8581.412,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2001,7007.427,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2002,5285.457,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2003,5231.688,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2004,5351.6846,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2005,5069.6494,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2006,5087.0283,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2007,5252.917,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2008,7403.7954,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2009,10217.089,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2010,7922.67,I,c
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2011,2176.3,I,c
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2012,2247.11,I,c
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2013,2188.35,I,c
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2014,2288.21,I,c
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2015,2285.34,I,c
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2016,2795.78,I,c
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2017,2785.66,I,c
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2018,2604.95,I,c
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2019,424.58,I,c
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2020,384.66,I,c
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2021,1537.8,I,c
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2022,362.01,I,c
Production (t) (5510),vegetables preserved (frozen) (F0475),France (250),2023,1399.71,I,c
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),1990,0,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),1991,0,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),1992,0,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),1993,1800,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),1994,2700,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),1995,2700,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),1996,450,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),1997,3600,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),1998,4050,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),1999,4050,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2000,4050,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2001,3600,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2002,4500,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2003,5400,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2004,8550,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2005,9900,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2006,9000,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2007,11700,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2008,10800,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2009,9900,I,-
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2010,9900,I,i
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2011,9900,I,i
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2012,5400,I,i
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2013,5400,I,i
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2014,7370.69,I,c
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2015,7161.29,I,c
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2016,10000,E,f
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2017,15000,E,f
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2018,15000,E,f
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2019,15000,E,f
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2020,22000,E,f
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2021,22000,E,f
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2022,15000,E,f
Production (t) (5510),vegetables preserved (frozen) (F0475),Italy (380),2023,5000,E,f
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),1990,4500,E,f
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),1991,4000,E,f
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),1992,4300,E,f
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),1993,4400,E,f
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),1994,4300,E,f
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),1995,4100,E,f
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),1996,4300,T,-
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),1997,4100,T,-
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),1998,4100,E,t
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),1999,4100,E,t
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),2000,4100,E,t
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),2001,4100,E,t
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),2002,4100,E,t
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),2003,4100,E,t
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),2004,4100,E,t
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),2005,4100,E,t
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),2006,4100,E,t
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),2007,4100,E,t
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),2008,4100,E,t
Production (t) (5510),oil from fish and marine mammals (F1223),France (250),2009,4100,E,t
Production (t) (5510),oil from fish and marine mammals (F1223),Italy (380),1990,0,"",-
Production (t) (5510),oil from fish and marine mammals (F1223),Italy (380),1991,0,"",-
